Measure,CBS_BANK_TYPE,Remaining maturity,Currency type of booking location,Counterparty sector,Counterparty country,Series,Quaterlly_per_year,Amount_stocks_units
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2017-Q2,34969.219
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2017-Q2,59489.168
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2017-Q2,43952.299
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2017-Q2,699909.394
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2017-Q2,9151752.73
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2017-Q2,54828.79
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2017-Q2,127424.142
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2017-Q2,98922.444
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2017-Q2,73355.859
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2017-Q2,139806.087
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:R:CH,2017-Q2,147910.839
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,China,Q:S:5A:4O:F:I:A:A:TO1:R:CN,2017-Q2,328818.45
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:R:DE,2017-Q2,238608.719
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:R:ES,2017-Q2,99510.597
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:R:GB,2017-Q2,723036.487
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:R:GR,2017-Q2,13422.936
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,India,Q:S:5A:4O:F:I:A:A:TO1:R:IN,2017-Q2,103890.591
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:R:IT,2017-Q2,68327.336
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:R:MX,2017-Q2,88955.053
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:R:NL,2017-Q2,347190.24
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:R:SG,2017-Q2,182113.538
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2017-Q2,1477154.172
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2017-Q3,16889014.987
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4O:F:I:A:A:TO1:A:AT,2017-Q3,149561.293
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4O:F:I:A:A:TO1:A:AU,2017-Q3,281800.43
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4O:F:I:A:A:TO1:A:BE,2017-Q3,218662.032
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4O:F:I:A:A:TO1:A:BR,2017-Q3,134418.415
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4O:F:I:A:A:TO1:A:CA,2017-Q3,297553.666
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:A:CH,2017-Q3,305049.848
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4O:F:I:A:A:TO1:A:CN,2017-Q3,963332.671
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4O:F:I:A:A:TO1:A:DE,2017-Q3,761735.441
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4O:F:I:A:A:TO1:A:ES,2017-Q3,308972.191
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:A:GB,2017-Q3,1438017.421
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4O:F:I:A:A:TO1:A:GR,2017-Q3,46555.147
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2017-Q3,164631.507
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2017-Q3,313120.792
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2017-Q3,127866.098
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2017-Q3,522522.983
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2017-Q3,314371.787
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2017-Q3,2598227.069
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2017-Q3,4328798.602
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2017-Q3,40527.691
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2017-Q3,116296.622
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2017-Q3,52484.952
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2017-Q3,23950.707
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2017-Q3,109174.251
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2017-Q3,67843.299
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2017-Q3,503847.796
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2017-Q3,237386.966
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2017-Q3,89687.976
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2017-Q3,619222.805
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2017-Q3,14283.369
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2017-Q3,44722.693
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2017-Q3,71636.901
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2017-Q3,6273.889
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2017-Q3,122248.639
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2017-Q3,79268.313
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2017-Q3,365594.862
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2017-Q3,3534745.665
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2017-Q3,6731.658
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2017-Q3,36876.713
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2017-Q3,10431.512
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Brazil,Q:S:5A:4O:F:I:A:A:TO1:F:BR,2017-Q3,6335.68
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Canada,Q:S:5A:4O:F:I:A:A:TO1:F:CA,2017-Q3,55399.543
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:F:CH,2017-Q3,23746.146
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,China,Q:S:5A:4O:F:I:A:A:TO1:F:CN,2017-Q3,49069.482
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Germany,Q:S:5A:4O:F:I:A:A:TO1:F:DE,2017-Q3,71085.603
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Spain,Q:S:5A:4O:F:I:A:A:TO1:F:ES,2017-Q3,26440.821
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:F:GB,2017-Q3,359619.639
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Greece,Q:S:5A:4O:F:I:A:A:TO1:F:GR,2017-Q3,333.159
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,India,Q:S:5A:4O:F:I:A:A:TO1:F:IN,2017-Q3,18155.231
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Italy,Q:S:5A:4O:F:I:A:A:TO1:F:IT,2017-Q3,18453.727
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Mexico,Q:S:5A:4O:F:I:A:A:TO1:F:MX,2017-Q3,7520.515
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:F:NL,2017-Q3,140944.872
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Singapore,Q:S:5A:4O:F:I:A:A:TO1:F:SG,2017-Q3,30272.203
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,United States,Q:S:5A:4O:F:I:A:A:TO1:F:US,2017-Q3,599425.784
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:O:3P,2017-Q3,3119827.221
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:O:AT,2017-Q3,57335.206
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:O:AU,2017-Q3,31754.611
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:O:BE,2017-Q3,70797.956
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:O:BR,2017-Q3,34727.725
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:O:CA,2017-Q3,46229.363
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:O:CH,2017-Q3,83568.334
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,China,Q:S:5A:4O:F:I:A:A:TO1:O:CN,2017-Q3,88977.554
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:O:DE,2017-Q3,278553.978
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:O:ES,2017-Q3,122670.287
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:O:GB,2017-Q3,60733.238
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:O:GR,2017-Q3,18599.658
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,India,Q:S:5A:4O:F:I:A:A:TO1:O:IN,2017-Q3,13477.8
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:O:IT,2017-Q3,172143.025
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:O:MX,2017-Q3,34205.792
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:O:NL,2017-Q3,57141.135
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:O:SG,2017-Q3,46083.063
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Official sector,United States,Q:S:5A:4O:F:I:A:A:TO1:O:US,2017-Q3,724527.076
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:R:3P,2017-Q3,9384334.112
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Austria,Q:S:5A:4O:F:I:A:A:TO1:R:AT,2017-Q3,51845.372
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Australia,Q:S:5A:4O:F:I:A:A:TO1:R:AU,2017-Q3,133781.103
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Belgium,Q:S:5A:4O:F:I:A:A:TO1:R:BE,2017-Q3,94410.125
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Brazil,Q:S:5A:4O:F:I:A:A:TO1:R:BR,2017-Q3,75417.526
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Canada,Q:S:5A:4O:F:I:A:A:TO1:R:CA,2017-Q3,142140.118
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:R:CH,2017-Q3,152299.017
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,China,Q:S:5A:4O:F:I:A:A:TO1:R:CN,2017-Q3,353791.022
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Germany,Q:S:5A:4O:F:I:A:A:TO1:R:DE,2017-Q3,245560.489
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Spain,Q:S:5A:4O:F:I:A:A:TO1:R:ES,2017-Q3,95950.389
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:R:GB,2017-Q3,755074.274
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Greece,Q:S:5A:4O:F:I:A:A:TO1:R:GR,2017-Q3,13669.056
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,India,Q:S:5A:4O:F:I:A:A:TO1:R:IN,2017-Q3,106389.796
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Italy,Q:S:5A:4O:F:I:A:A:TO1:R:IT,2017-Q3,70828.852
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Mexico,Q:S:5A:4O:F:I:A:A:TO1:R:MX,2017-Q3,89019.661
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:R:NL,2017-Q3,341463.495
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,Singapore,Q:S:5A:4O:F:I:A:A:TO1:R:SG,2017-Q3,187739.306
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank private sector,United States,Q:S:5A:4O:F:I:A:A:TO1:R:US,2017-Q3,1506633.367
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:A:3P,2017-Q4,16886459.022
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Austria,Q:S:5A:4O:F:I:A:A:TO1:A:AT,2017-Q4,141624.758
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Australia,Q:S:5A:4O:F:I:A:A:TO1:A:AU,2017-Q4,278354.563
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Belgium,Q:S:5A:4O:F:I:A:A:TO1:A:BE,2017-Q4,217296.866
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Brazil,Q:S:5A:4O:F:I:A:A:TO1:A:BR,2017-Q4,128017.92
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Canada,Q:S:5A:4O:F:I:A:A:TO1:A:CA,2017-Q4,313154.903
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Switzerland,Q:S:5A:4O:F:I:A:A:TO1:A:CH,2017-Q4,309457.674
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,China,Q:S:5A:4O:F:I:A:A:TO1:A:CN,2017-Q4,958363.04
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Germany,Q:S:5A:4O:F:I:A:A:TO1:A:DE,2017-Q4,761111.859
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Spain,Q:S:5A:4O:F:I:A:A:TO1:A:ES,2017-Q4,302790.738
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:A:GB,2017-Q4,1341246.562
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Greece,Q:S:5A:4O:F:I:A:A:TO1:A:GR,2017-Q4,46178.648
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,India,Q:S:5A:4O:F:I:A:A:TO1:A:IN,2017-Q4,172312.701
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Italy,Q:S:5A:4O:F:I:A:A:TO1:A:IT,2017-Q4,309234.923
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Mexico,Q:S:5A:4O:F:I:A:A:TO1:A:MX,2017-Q4,131221.238
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Netherlands,Q:S:5A:4O:F:I:A:A:TO1:A:NL,2017-Q4,505153.761
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,Singapore,Q:S:5A:4O:F:I:A:A:TO1:A:SG,2017-Q4,327873.747
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,All sectors,United States,Q:S:5A:4O:F:I:A:A:TO1:A:US,2017-Q4,2599861.059
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:B:3P,2017-Q4,4223627.352
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Austria,Q:S:5A:4O:F:I:A:A:TO1:B:AT,2017-Q4,38966.39
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Australia,Q:S:5A:4O:F:I:A:A:TO1:B:AU,2017-Q4,111427.232
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Belgium,Q:S:5A:4O:F:I:A:A:TO1:B:BE,2017-Q4,50246.22
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Brazil,Q:S:5A:4O:F:I:A:A:TO1:B:BR,2017-Q4,23365.092
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Canada,Q:S:5A:4O:F:I:A:A:TO1:B:CA,2017-Q4,110590.056
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Switzerland,Q:S:5A:4O:F:I:A:A:TO1:B:CH,2017-Q4,69707.29
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",China,Q:S:5A:4O:F:I:A:A:TO1:B:CN,2017-Q4,507604.873
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Germany,Q:S:5A:4O:F:I:A:A:TO1:B:DE,2017-Q4,226976.959
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Spain,Q:S:5A:4O:F:I:A:A:TO1:B:ES,2017-Q4,87905.796
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United Kingdom,Q:S:5A:4O:F:I:A:A:TO1:B:GB,2017-Q4,553126.307
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Greece,Q:S:5A:4O:F:I:A:A:TO1:B:GR,2017-Q4,13239.3
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",India,Q:S:5A:4O:F:I:A:A:TO1:B:IN,2017-Q4,47390.55
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Italy,Q:S:5A:4O:F:I:A:A:TO1:B:IT,2017-Q4,68375.14
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Mexico,Q:S:5A:4O:F:I:A:A:TO1:B:MX,2017-Q4,7888.082
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Netherlands,Q:S:5A:4O:F:I:A:A:TO1:B:NL,2017-Q4,115317.649
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",Singapore,Q:S:5A:4O:F:I:A:A:TO1:B:SG,2017-Q4,83045.091
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,"Banks, total",United States,Q:S:5A:4O:F:I:A:A:TO1:B:US,2017-Q4,343982.469
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,All countries excluding residents,Q:S:5A:4O:F:I:A:A:TO1:F:3P,2017-Q4,3690531.357
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Austria,Q:S:5A:4O:F:I:A:A:TO1:F:AT,2017-Q4,6981.886
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Australia,Q:S:5A:4O:F:I:A:A:TO1:F:AU,2017-Q4,38046.742
Amounts outstanding / Stocks,4O,Total (all maturities),All currencies,Non-bank financial institutions,Belgium,Q:S:5A:4O:F:I:A:A:TO1:F:BE,2017-Q4,11609.342
